Date,Revenue,Units_Sold,Avg_Price,AQI,Revenue_Stationary
2018-02-17,173250.1700654405,6.02125104714447,24508.755449188127,166.494475308642,152.23663299303735
2018-02-18,174099.88436396542,6.585793491652267,25070.91743589377,160.494984567901,849.7142985249229
2018-02-19,176309.213373949,5.981734026253042,24989.82463391158,217.795987654321,2209.329009983572
2018-02-20,175838.62979875915,6.934023754394481,25330.334170444254,231.80287037037,-470.5835751898412
2018-02-21,173866.2917619159,7.775890521256148,26484.928418875574,234.684845679012,-1972.3380368432554
2018-02-22,170916.58800707455,7.794626949926656,26946.413539936566,217.352654320988,-2949.70375484135
2018-02-23,165504.45213588822,8.296072919373394,24652.20047575914,231.466604938272,-5412.135871186329
2018-02-24,162537.09930687552,10.81737686661891,26333.862880143515,258.657993827161,-2967.3528290126997
2018-02-25,164719.11969000788,9.153387218158157,26214.484571906556,153.65637345679,2182.0203831323597
2018-02-26,169147.20313106282,5.777381869103631,25373.014431144493,113.87412037037,4428.083441054943
2018-02-27,173579.53520660973,4.843464816503127,27192.124879905692,136.8675,4432.332075546903
2018-02-28,172449.9893743549,5.615702145014602,23824.982642699884,210.139567901235,-1129.5458322548366
2018-03-01,172042.1814861873,6.324879397158708,23460.172842506556,214.965164141414,-407.80788816759014
2018-03-02,170961.51341203824,6.583545497516339,26442.336087875454,205.951856060606,-1080.6680741490563
2018-03-03,169360.643429291,6.96479693334118,24751.374549627333,169.130871212121,-1600.8699827472446
2018-03-04,167880.2813676037,5.927368128625741,26588.86722481124,150.877689393939,-1480.3620616873086
2018-03-05,165326.09665843289,4.411689902043968,26895.444218607747,134.656931818182,-2554.184709170804
2018-03-06,162705.4498886903,4.430057561931371,22946.16522090204,132.647904040404,-2620.646769742598
2018-03-07,158886.94263574784,4.955148961144346,26754.58686962259,150.954987373737,-3818.5072529424506
2018-03-08,155229.21769708284,6.115569294523045,24820.582788713404,239.596616161616,-3657.724938664993
2018-03-09,153057.2542934073,7.304880704644609,25069.721807584203,222.048396464646,-2171.9634036755306
2018-03-10,150800.27418829137,7.79844162173794,25630.35263090663,138.490555555556,-2256.9801051159448
2018-03-11,150040.0557577475,6.522585112479574,26949.696697755855,156.151603535354,-760.2184305438714
2018-03-12,153247.4384686045,5.269699590115237,22862.67487850386,174.066856060606,3207.3827108569967
2018-03-13,155169.36074000993,6.12224712354471,24936.853285636345,200.383964646465,1921.922271405434
2018-03-14,153598.43464957183,7.548910760841198,25781.78923552591,268.820808080808,-1570.9260904380935
2018-03-15,150575.7066080186,8.846961065741462,25922.322426839135,254.837601010101,-3022.7280415532296
2018-03-16,146089.8100393694,7.035309379583945,25898.286019105653,199.024494949495,-4485.896568649216
2018-03-17,145520.3674484242,6.257000266875459,23292.630389319533,101.305858585859,-569.4425909451966
2018-03-18,147097.45297028578,4.728489469944853,24027.352198869747,82.4138005050505,1577.0855218615907
2018-03-19,148139.79558546783,3.869868579080235,24360.09305973904,141.436085858586,1042.3426151820458
2018-03-20,148338.88414541472,4.680319167104672,26404.212268979638,194.69303030303,199.0885599468893
2018-03-21,145355.57506576367,5.252976296997481,24146.752418302145,217.98869949495,-2983.3090796510514
2018-03-22,141948.9579877133,5.1026660808269435,23657.3065575722,137.56994949495,-3406.61707805036
2018-03-23,139560.13609507118,4.838010050439747,27209.505641172032,121.588775252525,-2388.821892642125
2018-03-24,138770.4534345535,5.782839501255332,22698.0272237436,145.639204545455,-789.6826605176902
2018-03-25,140886.40328026685,5.3347576562707815,27402.434771690776,146.607361111111,2115.9498457133595
2018-03-26,142518.5462199472,4.5731881087639845,25831.73914590178,161.916906565657,1632.1429396803433
2018-03-27,143776.60117683758,5.231626433899262,26351.077089944585,206.67904040404,1258.0549568903807
2018-03-28,141550.85846753255,6.371793454260865,24213.056120452093,218.590176767677,-2225.742709305021
2018-03-29,139396.35949782253,6.510779929742256,22847.421525117483,179.137070707071,-2154.4989697100245
2018-03-30,138517.5852360469,6.287010147558786,26108.55420463128,198.383737373737,-878.7742617756303
2018-03-31,139047.5077237295,7.6836952280621205,26375.54209301509,221.285467171717,529.9224876826047
2018-04-01,138157.77394156897,5.394034505038876,26181.367585267497,133.333371212121,-889.7337821605324
2018-04-02,134679.6575134303,5.1061388792040905,23607.0488572427,202.320606060606,-3478.116428138659
2018-04-03,130366.21275798843,5.010631886459447,26053.480596212743,206.559255050505,-4313.4447554418875
2018-04-04,126248.30889616629,5.137728002754629,26115.983429242715,217.327121212121,-4117.903861822138
2018-04-05,121597.43410495427,6.143028514296889,25674.1934938466,268.154368686869,-4650.874791212016
2018-04-06,116140.90220371237,5.241637886824676,26238.86354003988,175.857222222222,-5456.531901241906
2018-04-07,113321.4967094636,4.998496434088324,26685.60985167468,111.75803030303,-2819.405494248771
2018-04-08,113942.3243974442,4.265486318775668,25580.762820137694,111.726287878788,620.8276879806072
2018-04-09,113745.14209323906,2.9976652057273467,22980.36098354837,98.2127525252525,-197.1823042051401
2018-04-10,114514.5338981398,3.6210430988720863,24985.329513601355,191.283813131313,769.3918049007334
2018-04-11,112897.42804613923,3.0655702858943306,22926.247433588316,97.5780934343434,-1617.1058520005608
2018-04-12,113374.50841630201,2.783075239540128,24578.85784468259,93.6912121212121,477.08037016277376
2018-04-13,114559.3584346462,3.2604760323389783,24623.600195986583,159.421388888889,1184.8500183441938
2018-04-14,116373.2251617936,4.1118076963714545,23086.44527299368,169.12470959596,1813.866727147397
2018-04-15,122119.99799992851,4.9414449706682,24361.66885824294,195.196237373737,5746.772838134915
2018-04-16,132047.92167309203,5.420288691379902,23484.84274903738,239.233737373737,9927.923673163517
2018-04-17,139707.83598157775,6.21852006001711,26279.082067487037,205.456325757576,7659.9143084857205
2018-04-18,145268.03730879148,6.045862991971641,26838.314863757336,202.68976010101,5560.2013272137265
2018-04-19,150984.88549640588,5.990209076021378,23330.995161029772,225.515871212121,5716.848187614407
2018-04-20,155196.58287288249,6.949046050403566,26640.989023134225,302.463232323232,4211.697376476601
2018-04-21,157988.6111189039,9.08055135624429,25124.778717002046,365.076515151515,2792.028246021422
2018-04-22,160670.73314878214,7.849558838245351,24142.412363422933,169.764646464646,2682.122029878228
2018-04-23,164309.8187663471,5.881148542121416,23138.780725569224,167.907727272727,3639.085617564968
2018-04-24,166804.39959915873,6.164642391636981,25049.351066795207,210.454848484848,2494.5808328116254
2018-04-25,165888.8996804191,5.9756459900780845,26227.549473587096,235.153257575758,-915.4999187396315
2018-04-26,163964.12856861978,7.280135251540339,25773.85599278583,307.557285353535,-1924.7711117993167
2018-04-27,157988.2705043974,7.520082771874133,23245.526058568747,264.862676767677,-5975.858064222382
2018-04-28,152319.48751598317,8.266180293558508,23336.786678451786,263.847575757576,-5668.782988414227
2018-04-29,147689.7309402794,7.900465794569911,24659.637256818765,203.700984848485,-4629.756575703766
2018-04-30,143471.7978355742,5.912828019703072,24126.305144313596,170.516679292929,-4217.933104705211
2018-05-01,138193.9270519585,4.32724211615397,23776.023143661594,133.718055555556,-5277.870783615683
2018-05-02,132207.98556929315,3.5014078403127997,24007.822198974485,144.358724747475,-5985.9414826653665
2018-05-03,127562.1560034433,3.3296956542894485,26495.00565739069,126.387045454545,-4645.829565849839
2018-05-04,121271.52270070591,2.74267207952465,27093.948027193866,105.227916666667,-6290.633302737391
2018-05-05,115146.56041193457,3.7348963233866916,24623.454513302902,173.472083333333,-6124.9622887713485
2018-05-06,113370.20549418867,5.405470927990102,26679.589432284643,235.949974747475,-1776.3549177458917
2018-05-07,113390.52377600562,5.482056510055177,24336.683952655647,262.381136363636,20.318281816944364
2018-05-08,112806.05795410291,4.292604388056284,24940.44292383488,123.131275252525,-584.4658219027042
2018-05-09,109408.87692443813,3.9081459271223586,23817.529829896364,151.312285353535,-3397.181029664789
2018-05-10,107433.14837528828,3.8165751184087506,25686.91772652564,182.563888888889,-1975.7285491498478
2018-05-11,105325.95240243318,4.290793076131001,26973.88587611324,260.383472222222,-2107.195972855101
2018-05-12,106444.70141784701,6.4464002738799655,25469.117222881094,276.832904040404,1118.7490154138359
2018-05-13,109112.79564248989,5.745021006178007,24413.4220370755,170.318926767677,2668.094224642875
2018-05-14,112917.01068832309,4.110695020716768,25758.747977567986,113.444987373737,3804.2150458332035
2018-05-15,117066.91724251624,3.499285001641412,23260.377845478797,149.722323232323,4149.906554193149
2018-05-16,121163.86048333372,3.8891903886062638,26808.766288982606,184.50952020202,4096.943240817476
2018-05-17,124843.94469638559,4.4593012167190045,25068.66495388692,233.84625,3680.084213051872
2018-05-18,127775.73427255481,4.654440475409986,24853.65169787264,205.55404040404,2931.78957616922
2018-05-19,130553.32999549394,6.189284095071964,25401.367222127174,233.185126262626,2777.595722939135
2018-05-20,131406.787956256,5.4916621810791355,25620.353911323116,188.427032828283,853.457960762069
2018-05-21,132334.1541947921,4.3743668557004804,23126.469896496856,171.048851010101,927.3662385360803
2018-05-22,134231.43095504993,4.840149402532755,25790.530143770127,208.173232323232,1897.2767602578388
2018-05-23,135520.17990485887,5.0849196421197815,24024.067295308265,258.634431818182,1288.7489498089417
2018-05-24,135131.1308536085,5.352782934517526,25917.014421253596,229.771830808081,-389.0490512503602
2018-05-25,132589.1874014947,5.174037206551984,26514.455132865914,187.765593434343,-2541.943452113803
2018-05-26,129761.21084481958,6.018366156374015,26278.75203188259,205.262083333333,-2827.9765566751303
2018-05-27,126482.2019770429,5.766379480885574,25270.92228994119,235.286641414141,-3279.008867776676
2018-05-28,123440.1827610042,4.843504436013578,25141.697770496394,231.012462121212,-3042.0192160387087
2018-05-29,119883.52667343062,5.835594998094742,23629.237884913127,269.459330808081,-3556.656087573574
2018-05-30,111775.21080473285,6.3181238187655095,26165.74418008227,245.979141414141,-8108.3158686977695
2018-05-31,103870.36471684909,5.811421168735618,24030.843680624137,199.555757575758,-7904.846087883765
2018-06-01,95673.82059345636,4.405304775126134,25047.5579999828,177.413333333333,-8196.544123392727
2018-06-02,89832.50140981468,3.806443631153991,24035.60146793231,120.618977272727,-5841.319183641681
2018-06-03,91075.09178320596,3.2315282010581905,23319.569306947735,119.781578282828,1242.5903733912855
2018-06-04,97179.76742443754,2.8506472277208554,25648.19374275663,150.175972222222,6104.6756412315735
2018-06-05,102726.03118917122,2.60152547189782,22941.758152331593,123.489053030303,5546.2637647336815
2018-06-06,105081.95470032378,2.843496786839812,26248.63352812712,126.713232323232,2355.923511152563
2018-06-07,107076.82379087846,2.8222437624377483,24196.218355131565,124.677752525253,1994.8690905546828
2018-06-08,108101.20805113505,2.6981348150747158,22810.069346566946,151.476792929293,1024.3842602565855
2018-06-09,110252.99218665103,2.8649064812411504,25118.75587404786,100.568775252525,2151.7841355159762
2018-06-10,113684.06966633165,2.7164832431508037,22908.014318882222,120.115391414141,3431.0774796806218
2018-06-11,119197.80288545311,3.042346604229285,24056.65606675818,190.108472222222,5513.733219121466
2018-06-12,123755.72360606457,4.705479726912206,25897.11058549116,297.149507575758,4557.9207206114515
2018-06-13,127251.65601276926,5.445365421174317,23313.439983338703,273.056830808081,3495.932406704698
2018-06-14,130512.69548695821,7.962386807766641,26258.714333865224,485.99494949495,3261.0394741889468
2018-06-15,134784.02145295453,8.776745697228161,23326.850047799257,413.598851010101,4271.325965996322
2018-06-16,137611.69035611645,10.91150058169536,24180.081107437592,439.189684343434,2827.668903161917
2018-06-17,138722.7850393229,10.164612311791132,26035.318485305288,238.064343434343,1111.0946832064365
2018-06-18,137832.63278459743,5.978751878051168,24194.310787039332,141.817992424242,-890.1522547254572
2018-06-19,134930.30679556192,3.700909280695526,23173.567387478437,133.838005050505,-2902.325989035511
2018-06-20,130524.11809088413,3.0205105192059105,24439.558662007687,170.936502525253,-4406.188704677785
2018-06-21,124362.73565844668,3.5180816403931763,24149.66131947288,238.168573232323,-6161.382432437458
2018-06-22,117325.06462114118,3.935444996354112,26445.84196430735,202.890909090909,-7037.671037305496
2018-06-23,108830.7743522125,4.890376305298153,24229.170036028525,196.41119949495,-8494.290268928686
2018-06-24,99925.26399554899,4.270989888241195,26448.295133272975,132.454987373737,-8905.510356663508
2018-06-25,90802.95798545967,3.1017187346848942,26939.106744504057,110.503232323232,-9122.30601008932
2018-06-26,80468.57806550094,2.2310316983106557,24740.864003356488,66.6677904040404,-10334.379919958723
2018-06-27,69694.02531291281,2.0054831129565063,27128.86392855465,88.7849494949495,-10774.552752588133
2018-06-28,61523.03372785475,1.532872464773266,24458.3469765277,53.9326515151515,-8170.991585058058
2018-06-29,53413.59518731914,1.5425080780766647,27401.230502858885,63.1397474747475,-8109.438540535615
2018-06-30,49850.1053725465,1.8541684939212133,23014.721162677655,78.7422853535354,-3563.4898147726344
2018-07-01,47304.48480372802,1.6582585088040236,26012.68845633843,72.3645202020202,-2545.6205688184855
2018-07-02,49315.01464856854,1.5158532315771192,25044.182638126036,92.9783333333333,2010.5298448405229
2018-07-03,53879.988302810285,1.7458586560542508,24512.161346199096,94.8300617283951,4564.973654241745
2018-07-04,54359.24425197874,1.8451474378589232,25741.60473874864,91.1032298850575,479.2559491684515
2018-07-05,52299.50673224575,2.1242372401447454,26047.720216613077,110.975833333333,-2059.7375197329893
2018-07-06,49533.25789963332,2.4830296247342,22715.33787068993,136.598018018018,-2766.2488326124294
2018-07-07,47758.931244633706,3.0076226638411208,23490.398499356063,133.253445945946,-1774.3266549996115
2018-07-08,47466.14815693657,3.0982267471402896,26092.78400777806,148.272815315315,-292.78308769713476
2018-07-09,48569.797688560175,2.5582438164110384,25870.881336454084,137.400720720721,1103.6495316236033
2018-07-10,50192.25072103009,2.2694607893837224,27416.046983737597,91.6514977477477,1622.4530324699153
2018-07-11,50972.78490851126,2.173544142841427,26388.21245172472,86.9764189189189,780.5341874811711
2018-07-12,50642.69053251552,2.0786606349309062,27340.329220787557,97.6864189189189,-330.0943759957445
2018-07-13,49803.81800665651,1.4816057335335575,26095.65808498618,48.9795833333333,-838.8725258590057
2018-07-14,47445.33068333389,1.491287913338195,24067.161332020616,56.7640653153153,-2358.4873233226244
2018-07-15,44963.048664928494,1.448928349646819,23101.01514753602,61.0563288288288,-2482.2820184053926
2018-07-16,42022.701121913924,1.2171500009879335,26494.641451059935,66.4520608108108,-2940.34754301457
2018-07-17,38684.337907804176,1.3425535483057656,25804.46185087428,72.3114189189189,-3338.363214109748
2018-07-18,34315.3058801443,1.5056127790483167,22815.3209400322,81.4391441441442,-4369.0320276598795
2018-07-19,30993.871984662692,1.425787452201523,24380.143570040247,69.8462162162162,-3321.433895481605
2018-07-20,27012.821974813512,1.4238503654053378,27374.148400400525,66.3745157657658,-3981.0500098491793
2018-07-21,26127.468317848376,1.742308098772672,25085.026087298964,74.625,-885.3536569651369
2018-07-22,28147.027649163032,1.4931828170404358,24745.94792787485,39.8307995495495,2019.5593313146564
2018-07-23,32601.6346971827,1.2924457746788691,24871.624386299416,59.4643468468468,4454.607048019669
2018-07-24,39081.665249293364,1.2763093955259126,23623.755068663166,76.7018243243243,6480.030552110664
2018-07-25,45228.4635842079,1.182937591667507,24425.97040313478,61.232027027027,6146.798334914536
2018-07-26,51102.31460102656,1.1162819448307322,24431.919815058296,40.9965202702703,5873.851016818662
2018-07-27,56340.462687622356,1.0148883244931497,22839.601663474266,28.2368243243243,5238.148086595793
2018-07-28,62072.102815113474,1.1699417805834225,26428.32485226304,45.6326463963964,5731.640127491119
2018-07-29,66659.85136444357,1.7931613717570114,24667.382373001572,94.5878153153153,4587.748549330099
2018-07-30,70204.75442126027,1.9523788993705256,26622.37481511601,101.428626126126,3544.9030568166927
2018-07-31,72654.6678058419,2.480364537080553,26757.07575223119,137.48088963964,2449.9133845816395
2018-08-01,75574.32195970137,3.5497540539132504,23786.96962370169,173.670461711712,2919.654153859461
2018-08-02,78086.6688441071,4.517568234898313,25719.573291651544,229.3725,2512.346884405735
2018-08-03,80082.67649598866,4.77898242146967,24977.091529280642,211.684538288288,1996.0076518815622
2018-08-04,81433.21125410308,6.203893706631705,26614.793342177403,228.829121621622,1350.534758114416
2018-08-05,82505.97297362288,5.8497102736435505,23948.084846725407,205.868378378378,1072.7617195197963
2018-08-06,83373.5091033611,3.9215545226779573,25937.228464249492,111.269459459459,867.5361297382187
2018-08-07,83410.70780973176,3.028885156794731,25630.70014946416,93.5186599099099,37.19870637066197
2018-08-08,82585.15155341246,2.243945486081301,24063.216948823476,65.8920157657658,-825.5562563192943
2018-08-09,80543.75478704619,2.106146169113612,23267.22551549205,76.1287612612613,-2041.396766366277
2018-08-10,78026.5572590394,1.9433589773451538,25852.19858541317,95.9391891891892,-2517.1975280067854
2018-08-11,74444.96753416191,2.2185119814291507,26289.00432352441,81.4036936936937,-3581.5897248774854
2018-08-12,70202.8024411363,1.9076345204213836,24166.797035940283,64.1529279279279,-4242.165093025615
2018-08-13,65463.461442061285,1.7344333288049616,25819.3071847065,86.8788851351351,-4739.340999075015
2018-08-14,60526.04694749996,2.223552625072447,24592.89794314348,113.859740990991,-4937.4144945613225
2018-08-15,54825.93421106649,2.622076947789856,26163.300002372413,99.068795045045,-5700.112736433475
2018-08-16,48534.319085766125,2.1024832639944853,23584.138381265537,79.6606644144144,-6291.615125300363
2018-08-17,42317.993847168225,1.8030811694976496,27052.52919692912,69.6056981981982,-6216.325238597899
2018-08-18,39098.12059331047,1.9631365563888319,24027.549697987113,66.2987950450451,-3219.8732538577533
2018-08-19,37831.59173343535,1.9907001223966252,24431.3511905483,83.4914414414414,-1266.5288598751213
2018-08-20,40226.46285406018,2.034902684019314,22988.274043579346,104.584391891892,2394.8711206248263
2018-08-21,42469.68296543471,1.9257478082495874,23145.874679042343,67.9045382882883,2243.2201113745323
2018-08-22,43036.13130032033,1.6947206730085567,25175.778967142574,62.0176801801802,566.4483348856229
2018-08-23,43803.28472861884,1.7047857513244329,23930.049762738305,60.4272747747748,767.1534282985085
2018-08-24,44136.732804921514,1.8165224360656418,26780.89482733632,82.0014864864865,333.44807630267314
2018-08-25,44989.819396655825,1.8213771742655926,22661.410696681174,71.8465878378378,853.0865917343108
2018-08-26,45647.94420921867,1.8020868842021207,24490.913343380278,67.7370495495496,658.1248125628481
2018-08-27,46609.03000858914,1.3920206324817976,24281.75175458611,49.4079279279279,961.0857993704703
2018-08-28,47043.6996999025,1.3254097862823613,22685.78653525268,49.0757882882883,434.66969131335645
2018-08-29,46890.67357122741,1.2191837319990446,23213.44249781015,52.867454954955,-153.02612867509015
2018-08-30,47299.97859882371,1.5159982301071677,24665.947746702514,88.7770045045045,409.30502759630326
2018-08-31,48271.60053635351,2.325312881326873,25065.8344026448,139.600619369369,971.6219375297951
2018-09-01,48177.9216146964,3.3181195692560292,24619.80325942477,95.3412950450451,-93.67892165710509
2018-09-02,48543.83894300645,2.722229567629133,25255.9963151737,66.1297747747748,365.9173283100463
2018-09-03,49640.0720248268,1.9580731641248774,25578.67774921554,63.2523986486486,1096.2330818203482
2018-09-04,50762.8370284937,1.9625657193293804,22641.17673718591,91.3548198198198,1122.7650036669002
2018-09-05,52643.12867543893,2.092338148052265,24921.661736956103,92.0851576576577,1880.291646945232
2018-09-06,54914.36617582219,2.713425030134154,27312.96172945703,110.233322072072,2271.237500383264
2018-09-07,57199.634164268384,2.56027925973873,25198.292200924374,72.3881306306306,2285.2679884461904
2018-09-08,60189.40847145358,2.24861380375027,25994.524743524813,58.338231981982,2989.7743071851946
2018-09-09,63732.737905080576,1.7997877372210183,24158.98419579223,40.5777477477478,3543.3294336269973
2018-09-10,66409.92159449977,1.7763413865510467,26479.627012846497,71.563277027027,2677.1836894191947
2018-09-11,68358.34455409009,1.8822954513310817,26474.68867428988,67.1263175675676,1948.4229595903162
2018-09-12,68009.52309041262,1.949027330038908,25211.721100639337,91.9917117117117,-348.82146367746464
2018-09-13,65417.99772259619,2.191489170253034,27375.786199904058,103.693817567568,-2591.52536781643
2018-09-14,61631.158092515674,2.641951861941655,23319.46582847337,104.305585585586,-3786.839630080518
2018-09-15,59296.73951074439,3.2015487278405743,22801.797616937652,109.198502252252,-2334.418581771286
2018-09-16,59241.251506976216,3.337072904290954,26395.1533492437,110.541768018018,-55.48800376817235
2018-09-17,60634.14420296498,3.3393236398872714,26572.0737957212,138.076824324324,1392.8926959887613
2018-09-18,62129.58932717648,3.461518926970426,23295.504643730445,147.174222972973,1495.4451242115028
2018-09-19,62278.9495033202,3.71772172296047,24048.25078382153,155.333975225225,149.36017614371667
2018-09-20,62477.01788126905,3.4315681660954342,22927.681907293027,162.729380630631,198.0683779488536
2018-09-21,63142.05078159339,2.941676159449855,24070.55128458058,91.802713963964,665.0329003243387
2018-09-22,66149.75547553042,2.569352053557767,26480.562733696523,38.8771846846847,3007.7046939370266
2018-09-23,70294.05252542307,1.8290222857020872,25199.51037831946,45.4379842342342,4144.297049892659
2018-09-24,74216.65845049544,1.315614318450969,24346.870419817544,29.1061036036036,3922.605925072363
2018-09-25,77665.62325024625,1.2079164734921306,24466.008211329037,45.5542454954955,3448.9647997508146
2018-09-26,83587.74970223196,1.5215095149386306,22606.291207370556,91.7531306306306,5922.126451985707
2018-09-27,89991.28105691522,2.5775315490608,24206.062773621506,151.067882882883,6403.531354683262
2018-09-28,95352.46907873472,4.043704412046599,25773.370196583193,185.221024774775,5361.1880218195
2018-09-29,101878.64943412271,4.988799197038152,27255.196871133572,179.471993243243,6526.180355387987
2018-09-30,106347.99101983954,4.745554835681239,26768.12880971968,116.498795045045,4469.341585716829
2018-10-01,110054.37469590371,4.90870603303448,22839.486364474255,147.81838963964,3706.3836760641716
2018-10-02,116515.34510010292,4.510606170618042,27014.734704367514,148.79106981982,6460.970404199208
2018-10-03,124912.57247841921,4.767036740823175,26393.599420325732,158.569391891892,8397.227378316296
2018-10-04,134819.67987604075,5.804906987938347,26240.446796940087,212.202533783784,9907.107397621541
2018-10-05,143599.05982923528,6.546888101072079,24945.461796847354,235.563828828829,8779.379953194526
2018-10-06,154722.54092463644,7.369760237428453,24653.576349450952,179.72097972973,11123.481095401163
2018-10-07,167412.56938021397,7.4352487343055,24323.102898066358,203.468671171171,12690.028455577529
2018-10-08,180537.56993583083,7.3257137149453095,23370.234356718254,251.39161036036,13125.000555616862
2018-10-09,190089.2397224353,7.890189744956662,24023.792678468286,231.772432432432,9551.66978660447
2018-10-10,197003.67534510384,8.431847992545697,24098.000654675852,214.947826576577,6914.435622668534
2018-10-11,201195.17266825217,6.636541429003836,25044.72463005354,169.92606981982,4191.497323148331
2018-10-12,202073.26329360268,6.122072157915494,26297.990704464657,146.347972972973,878.0906253505091
2018-10-13,206372.32354301563,7.373010862012907,25012.28104143322,209.606790540541,4299.060249412956
2018-10-14,215235.59356771054,7.585663710271502,23118.858205084187,172.246644144144,8863.27002469491
2018-10-15,222614.07426256634,8.527442821708204,26958.184527526595,233.84204954955,7378.480694855796
2018-10-16,229666.62708741217,10.634207802964708,26675.663593247427,301.577736486487,7052.552824845829
2018-10-17,232301.9120523319,10.53025443581352,26265.374389635588,285.605664414414,2635.2849649197306
2018-10-18,235460.84739350836,9.88716389539596,27094.30183657065,291.961790540541,3158.9353411764605
2018-10-19,238074.47961546597,9.882215958210896,25298.783391990815,284.465855855856,2613.6322219576105
2018-10-20,248647.9869088487,11.326247381922926,26980.39994084565,293.417612612613,10573.507293382718
2018-10-21,256916.5443086495,11.484345647931551,23415.03788621109,257.119425675676,8268.557399800804
